date,username,time,task,computer,stimfile
05/18/2016,gru,18-May-2016 22:38:02,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim01.mat
05/18/2016,gru,18-May-2016 22:43:01,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim02.mat
05/18/2016,gru,18-May-2016 22:47:52,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim03.mat
05/18/2016,gru,18-May-2016 22:52:33,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim04.mat
05/18/2016,gru,18-May-2016 22:57:04,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim05.mat
05/18/2016,gru,18-May-2016 23:01:47,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim06.mat
05/18/2016,gru,18-May-2016 23:06:18,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s329/160518_stim07.mat
