date,username,time,task,computer,stimfile
07/23/2016,gru,23-Jul-2016 21:52:40,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim01.mat
07/23/2016,gru,23-Jul-2016 21:57:28,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim02.mat
07/23/2016,gru,23-Jul-2016 22:02:18,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim03.mat
07/23/2016,gru,23-Jul-2016 22:07:00,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim04.mat
07/23/2016,gru,23-Jul-2016 22:11:56,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim05.mat
07/23/2016,gru,23-Jul-2016 22:16:33,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim06.mat
07/23/2016,gru,23-Jul-2016 22:21:17,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim07.mat
07/23/2016,gru,23-Jul-2016 22:25:57,stanfordRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s344/160723_stim08.mat
07/24/2016,gru,24-Jul-2016 21:54:19,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim01.mat
07/24/2016,gru,24-Jul-2016 22:02:00,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim02.mat
07/24/2016,gru,24-Jul-2016 22:10:03,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim03.mat
07/24/2016,gru,24-Jul-2016 22:17:54,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim04.mat
07/24/2016,gru,24-Jul-2016 22:27:38,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim05.mat
07/24/2016,gru,24-Jul-2016 22:37:39,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim06.mat
07/24/2016,gru,24-Jul-2016 22:45:36,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim07.mat
07/24/2016,gru,24-Jul-2016 22:53:24,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160724_stim08.mat
07/30/2016,gru,30-Jul-2016 20:52:55,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim01.mat
07/30/2016,gru,30-Jul-2016 21:00:43,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim02.mat
07/30/2016,gru,30-Jul-2016 21:11:08,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim03.mat
07/30/2016,gru,30-Jul-2016 21:18:58,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim04.mat
07/30/2016,gru,30-Jul-2016 21:27:17,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim05.mat
07/30/2016,gru,30-Jul-2016 21:34:59,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim06.mat
07/30/2016,gru,30-Jul-2016 21:44:46,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim07.mat
07/30/2016,gru,30-Jul-2016 21:52:34,cohcon_localizer.m,oban.stanford.edu,~/data/cohcon_localizer/s344/160730_stim08.mat
07/31/2016,gru,31-Jul-2016 21:07:51,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim01.mat
07/31/2016,gru,31-Jul-2016 21:16:09,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim02.mat
07/31/2016,gru,31-Jul-2016 21:24:05,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim03.mat
07/31/2016,gru,31-Jul-2016 21:32:13,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim04.mat
07/31/2016,gru,31-Jul-2016 21:40:12,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim05.mat
07/31/2016,gru,31-Jul-2016 21:47:58,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim06.mat
07/31/2016,gru,31-Jul-2016 21:55:56,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim07.mat
07/31/2016,gru,31-Jul-2016 22:03:55,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160731_stim08.mat
08/13/2016,gru,13-Aug-2016 21:03:30,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim01.mat
08/13/2016,gru,13-Aug-2016 21:11:34,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim02.mat
08/13/2016,gru,13-Aug-2016 21:20:17,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim03.mat
08/13/2016,gru,13-Aug-2016 21:29:01,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim04.mat
08/13/2016,gru,13-Aug-2016 21:37:27,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim05.mat
08/13/2016,gru,13-Aug-2016 21:45:58,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim06.mat
08/13/2016,gru,13-Aug-2016 21:53:54,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim07.mat
08/13/2016,gru,13-Aug-2016 22:02:21,cohcon.m,oban.stanford.edu,~/data/cohcon/s344/160813_stim08.mat
