date,username,time,task,computer,stimfile
07/28/2018,gru,28-Jul-2018 17:44:17,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim01.mat
07/28/2018,gru,28-Jul-2018 17:46:00,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim01.mat
07/28/2018,gru,28-Jul-2018 17:51:40,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim02.mat
07/28/2018,gru,28-Jul-2018 18:06:39,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim01.mat
07/28/2018,gru,28-Jul-2018 18:12:00,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim02.mat
07/28/2018,gru,28-Jul-2018 18:19:26,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim01.mat
07/28/2018,gru,28-Jul-2018 18:27:22,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim02.mat
07/28/2018,gru,28-Jul-2018 18:34:43,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim03.mat
07/28/2018,,28-Jul-2018 18:42:59,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim04.mat
07/28/2018,gru,28-Jul-2018 18:50:29,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim05.mat
07/28/2018,gru,28-Jul-2018 18:58:29,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim06.mat
07/28/2018,gru,28-Jul-2018 19:05:18,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim07.mat
07/28/2018,gru,28-Jul-2018 19:12:47,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim08.mat
07/28/2018,gru,28-Jul-2018 19:19:50,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim09.mat
07/28/2018,gru,28-Jul-2018 19:26:22,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180728_stim10.mat
07/28/2018,gru,28-Jul-2018 19:32:52,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s372/180728_stim01.mat
07/28/2018,gru,28-Jul-2018 19:37:33,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s372/180728_stim02.mat
07/28/2018,gru,28-Jul-2018 19:42:09,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s372/180728_stim03.mat
07/30/2018,gru,30-Jul-2018 21:40:55,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim09.mat
07/30/2018,gru,30-Jul-2018 21:49:20,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim10.mat
07/30/2018,gru,30-Jul-2018 21:55:49,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim11.mat
07/30/2018,gru,30-Jul-2018 22:02:54,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim12.mat
07/30/2018,gru,30-Jul-2018 22:09:49,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim13.mat
07/30/2018,gru,30-Jul-2018 22:19:10,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim14.mat
07/30/2018,gru,30-Jul-2018 22:26:08,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim15.mat
07/30/2018,gru,30-Jul-2018 22:33:04,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim16.mat
07/30/2018,gru,30-Jul-2018 22:40:00,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim17.mat
07/30/2018,gru,30-Jul-2018 22:47:09,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim18.mat
07/30/2018,gru,30-Jul-2018 22:54:12,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim19.mat
07/30/2018,gru,30-Jul-2018 23:02:30,afmap2.m,oban.stanford.edu,~/data/afmap2/s372/180730_stim20.mat
07/30/2018,gru,30-Jul-2018 23:07:09,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s372/180730_stim21.mat
07/30/2018,gru,30-Jul-2018 23:11:53,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s372/180730_stim22.mat
07/30/2018,gru,30-Jul-2018 23:16:55,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s372/180730_stim23.mat
