date,username,time,task,computer,stimfile
03/09/2016,gru,09-Mar-2016 20:28:13,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim01.mat
03/09/2016,gru,09-Mar-2016 20:28:44,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim02.mat
03/09/2016,gru,09-Mar-2016 20:33:45,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim03.mat
03/09/2016,gru,09-Mar-2016 20:40:27,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim04.mat
03/09/2016,gru,09-Mar-2016 20:48:35,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim05.mat
03/09/2016,gru,09-Mar-2016 20:53:15,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim06.mat
03/09/2016,gru,09-Mar-2016 20:54:06,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim07.mat
03/09/2016,gru,09-Mar-2016 20:59:17,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim08.mat
03/09/2016,gru,09-Mar-2016 21:04:18,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim09.mat
03/09/2016,gru,09-Mar-2016 21:09:11,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim10.mat
03/09/2016,gru,09-Mar-2016 21:14:05,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim11.mat
03/09/2016,gru,09-Mar-2016 21:20:51,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim12.mat
03/09/2016,gru,09-Mar-2016 21:25:41,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim13.mat
03/09/2016,gru,09-Mar-2016 21:30:57,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim14.mat
03/09/2016,gru,09-Mar-2016 21:35:46,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s325/160309_stim15.mat
