date,username,time,task,computer,stimfile
04/05/2016,gru,05-Apr-2016 18:39:15,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s040/160405_stim11.mat
04/05/2016,gru,05-Apr-2016 18:44:08,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s040/160405_stim12.mat
04/05/2016,gru,05-Apr-2016 18:48:47,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s040/160405_stim13.mat
04/05/2016,gru,05-Apr-2016 18:53:20,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s040/160405_stim14.mat
04/05/2016,gru,05-Apr-2016 18:55:24,cogneuro_workingmemory_z.m,oban.stanford.edu,~/data/cogneuro_workingmemory_z/s040/160405_stim15.mat
04/05/2016,gru,05-Apr-2016 19:03:16,cogneuro_workingmemory_z.m,oban.stanford.edu,~/data/cogneuro_workingmemory_z/s040/160405_stim16.mat
04/05/2016,gru,05-Apr-2016 19:10:33,cogneuro_workingmemory_z.m,oban.stanford.edu,~/data/cogneuro_workingmemory_z/s040/160405_stim17.mat
04/05/2016,gru,05-Apr-2016 19:18:20,cogneuro_workingmemory_z.m,oban.stanford.edu,~/data/cogneuro_workingmemory_z/s040/160405_stim18.mat
04/05/2016,gru,05-Apr-2016 19:25:57,cogneuro_workingmemory_z.m,oban.stanford.edu,~/data/cogneuro_workingmemory_z/s040/160405_stim19.mat
