date,username,time,task,computer,stimfile
05/22/2017,gru,22-May-2017 16:03:36,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s363/170522_stim01.mat
05/22/2017,gru,22-May-2017 16:08:35,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s363/170522_stim02.mat
05/22/2017,gru,22-May-2017 16:13:15,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s363/170522_stim03.mat
05/22/2017,gru,22-May-2017 16:18:01,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s363/170522_stim04.mat
05/22/2017,gru,22-May-2017 16:21:42,cogneuro_workingmemory_corey.m,oban.stanford.edu,~/data/cogneuro_workingmemory_corey/s363/170522_stim05.mat
05/22/2017,gru,22-May-2017 16:29:41,cogneuro_workingmemory_corey.m,oban.stanford.edu,~/data/cogneuro_workingmemory_corey/s363/170522_stim06.mat
05/22/2017,gru,22-May-2017 16:37:18,cogneuro_workingmemory_corey.m,oban.stanford.edu,~/data/cogneuro_workingmemory_corey/s363/170522_stim07.mat
05/22/2017,gru,22-May-2017 16:44:58,cogneuro_workingmemory_corey.m,oban.stanford.edu,~/data/cogneuro_workingmemory_corey/s363/170522_stim08.mat
05/22/2017,gru,22-May-2017 16:52:54,cogneuro_workingmemory_corey.m,oban.stanford.edu,~/data/cogneuro_workingmemory_corey/s363/170522_stim09.mat
