date,username,time,task,computer,stimfile
05/09/2016,gru,09-May-2016 15:59:43,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim01.mat
05/09/2016,gru,09-May-2016 16:05:05,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim02.mat
05/09/2016,gru,09-May-2016 16:10:24,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim03.mat
05/09/2016,gru,09-May-2016 16:15:43,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim04.mat
05/09/2016,gru,09-May-2016 16:22:25,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim05.mat
05/09/2016,gru,09-May-2016 16:27:36,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim06.mat
05/09/2016,gru,09-May-2016 16:32:50,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim07.mat
05/09/2016,gru,09-May-2016 16:37:52,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s003/160509_stim08.mat
