date,username,time,task,computer,stimfile
08/28/2018,gru,28-Aug-2018 21:37:01,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s064/180828_stim01.mat
08/28/2018,gru,28-Aug-2018 21:42:40,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s064/180828_stim02.mat
08/28/2018,gru,28-Aug-2018 21:47:41,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s064/180828_stim03.mat
08/28/2018,gru,28-Aug-2018 21:52:34,mglRetinotopy.m,oban.stanford.edu,~/data/mglRetinotopy/s064/180828_stim04.mat
08/28/2018,gru,28-Aug-2018 21:59:36,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim05.mat
08/28/2018,gru,28-Aug-2018 22:03:08,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim06.mat
08/28/2018,gru,28-Aug-2018 22:07:00,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim07.mat
08/28/2018,gru,28-Aug-2018 22:11:07,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim08.mat
08/28/2018,gru,28-Aug-2018 22:14:58,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim09.mat
08/28/2018,gru,28-Aug-2018 22:18:55,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim10.mat
08/28/2018,gru,28-Aug-2018 22:23:11,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim11.mat
08/28/2018,gru,28-Aug-2018 22:27:10,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim12.mat
08/28/2018,gru,28-Aug-2018 22:30:54,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim13.mat
08/28/2018,gru,28-Aug-2018 22:35:04,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim14.mat
08/28/2018,gru,28-Aug-2018 22:38:45,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim15.mat
08/28/2018,gru,28-Aug-2018 22:42:45,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim16.mat
08/28/2018,gru,28-Aug-2018 22:46:38,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim17.mat
08/28/2018,gru,28-Aug-2018 22:50:40,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim18.mat
08/28/2018,gru,28-Aug-2018 22:54:22,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim19.mat
08/28/2018,gru,28-Aug-2018 22:58:30,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180828_stim20.mat
09/11/2018,gru,11-Sep-2018 18:07:58,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim01.mat
09/11/2018,gru,11-Sep-2018 18:26:55,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim03.mat
09/11/2018,gru,11-Sep-2018 18:33:50,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim04.mat
09/11/2018,gru,11-Sep-2018 18:40:44,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim05.mat
09/11/2018,gru,11-Sep-2018 18:47:48,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim06.mat
09/11/2018,gru,11-Sep-2018 18:54:25,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim07.mat
09/11/2018,gru,11-Sep-2018 19:01:18,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180911_stim08.mat
09/19/2018,gru,19-Sep-2018 19:11:39,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim01.mat
09/19/2018,gru,19-Sep-2018 19:18:38,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim02.mat
09/19/2018,gru,19-Sep-2018 19:20:07,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim03.mat
09/19/2018,gru,19-Sep-2018 19:27:14,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim04.mat
09/19/2018,gru,19-Sep-2018 19:33:58,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim05.mat
09/19/2018,gru,19-Sep-2018 19:40:50,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim06.mat
09/19/2018,gru,19-Sep-2018 19:47:35,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim07.mat
09/19/2018,gru,19-Sep-2018 19:54:30,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim08.mat
09/19/2018,gru,19-Sep-2018 20:01:25,textureLoc.m,oban.stanford.edu,~/data/textureLoc/s064/180919_stim09.mat
